x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315
26.0,27.0,28.0,24.0,27.0,28.0,29.0,30.0,31.0,31.0,33.0,35.0,29.0,31.0,33.0,34.0,31.0,22.0,23.0,33.0,32.0,20.0,21.0,32.0,32.0,31.0,21.0,31.0,38.0,20.0,33.0,37.0,35.0,38.0,17.0,21.0,35.0,35.0,33.0,35.0,35.0,41.0,35.0,33.0,21.0,40.0,38.0,37.0,35.0,39.0,34.0,35.0,38.0,39.0,37.0,21.0,36.0,36.0,39.0,22.0,39.0,37.0,38.0,39.0,24.0,36.0,27.0,36.0,42.0,36.0,37.0,35.0,38.0,39.0,41.0,25.0,41.0,23.0,39.0,22.0,37.0,38.0,38.0,40.0,35.0,21.0,24.0,39.0,42.0,43.0,42.0,43.0,38.0,43.0,25.0,46.0,42.0,27.0,47.0,37.0,45.0,41.0,42.0,37.0,30.0,39.0,43.0,41.0,41.0,45.0,40.0,26.0,45.0,50.0,51.0,42.0,40.0,37.0,51.0,42.0,44.0,27.0,27.0,41.0,48.0,52.0,44.0,30.0,44.0,45.0,44.0,42.0,49.0,24.0,32.0,44.0,44.0,43.0,43.0,43.0,51.0,48.0,39.0,41.0,41.0,43.0,52.0,29.0,45.0,45.0,43.0,45.0,53.0,28.0,45.0,44.0,51.0,33.0,48.0,44.0,49.0,44.0,36.0,37.0,42.0,44.0,44.0,53.0,43.0,51.0,44.0,44.0,49.0,46.0,45.0,36.0,49.0,45.0,30.0,39.0,52.0,47.0,46.0,50.0,45.0,53.0,40.0,51.0,39.0,50.0,29.0,45.0,49.0,50.0,43.0,51.0,53.0,46.0,46.0,43.0,47.0,51.0,55.0,48.0,53.0,52.0,55.0,54.0,54.0,49.0,47.0,44.0,42.0,47.0,51.0,51.0,49.0,48.0,57.0,56.0,39.0,57.0,49.0,47.0,46.0,38.0,56.0,55.0,44.0,31.0,49.0,54.0,48.0,50.0,51.0,46.0,55.0,48.0,51.0,30.0,51.0,52.0,45.0,52.0,59.0,50.0,12.0,0.0,48.0,57.0,56.0,45.0,54.0,37.0,55.0,12.0,56.0,53.0,54.0,53.0,59.0,54.0,38.0,51.0,33.0,33.0,65.0,48.0,58.0,64.0,51.0,57.0,52.0,42.0,56.0,55.0,59.0,61.0,64.0,59.0,55.0,14.0,51.0,58.0,63.0,55.0,53.0,65.0,63.0,56.0,63.0,39.0,54.0,55.0,49.0,40.0,53.0,32.0,65.0,38.0,16.0,52.0,55.0,46.0,56.0,54.0,32.0,67.0,47.0,45.0,53.0,40.0,48.0,57.0,65.0
22.0,23.0,23.0,24.0,23.0,23.0,24.0,26.0,26.0,28.0,30.0,17.0,25.0,26.0,27.0,28.0,27.0,33.0,34.0,31.0,28.0,31.0,31.0,27.0,28.0,26.0,32.0,27.0,19.0,31.0,22.0,32.0,29.0,35.0,32.0,31.0,31.0,25.0,27.0,31.0,13.0,37.0,33.0,24.0,34.0,36.0,35.0,18.0,32.0,29.0,30.0,31.0,33.0,32.0,34.0,32.0,32.0,33.0,36.0,35.0,36.0,31.0,33.0,35.0,37.0,33.0,38.0,33.0,39.0,30.0,36.0,33.0,34.0,36.0,38.0,35.0,37.0,33.0,37.0,36.0,33.0,19.0,35.0,36.0,30.0,36.0,36.0,36.0,41.0,39.0,38.0,39.0,35.0,41.0,38.0,40.0,33.0,38.0,41.0,35.0,42.0,37.0,38.0,27.0,40.0,37.0,40.0,10.0,38.0,41.0,30.0,37.0,42.0,45.0,46.0,40.0,36.0,35.0,46.0,39.0,41.0,39.0,37.0,37.0,44.0,49.0,43.0,40.0,40.0,41.0,13.0,37.0,44.0,35.0,42.0,17.0,42.0,33.0,39.0,41.0,48.0,45.0,37.0,19.0,31.0,33.0,46.0,39.0,43.0,41.0,40.0,42.0,47.0,41.0,43.0,40.0,47.0,43.0,46.0,40.0,44.0,39.0,40.0,42.0,40.0,41.0,38.0,49.0,36.0,47.0,39.0,42.0,43.0,43.0,35.0,49.0,43.0,40.0,41.0,52.0,48.0,29.0,43.0,41.0,40.0,49.0,44.0,42.0,52.0,47.0,39.0,5.0,31.0,32.0,34.0,41.0,45.0,6.0,39.0,40.0,39.0,48.0,51.0,29.0,46.0,49.0,51.0,52.0,48.0,30.0,39.0,38.0,52.0,41.0,48.0,48.0,47.0,20.0,54.0,53.0,52.0,51.0,43.0,44.0,40.0,42.0,50.0,50.0,39.0,45.0,47.0,45.0,40.0,50.0,48.0,37.0,52.0,46.0,48.0,43.0,45.0,47.0,16.0,48.0,53.0,47.0,48.0,48.0,0.0,54.0,54.0,16.0,50.0,48.0,52.0,51.0,53.0,50.0,52.0,43.0,56.0,53.0,48.0,44.0,46.0,47.0,58.0,19.0,54.0,59.0,43.0,47.0,52.0,51.0,53.0,54.0,54.0,59.0,58.0,56.0,46.0,51.0,48.0,54.0,60.0,52.0,47.0,60.0,60.0,52.0,57.0,52.0,51.0,37.0,46.0,50.0,50.0,45.0,59.0,51.0,53.0,43.0,56.0,17.0,54.0,52.0,45.0,61.0,38.0,16.0,50.0,50.0,38.0,53.0,62.0
32.0,33.0,33.0,34.0,33.0,34.0,35.0,36.0,31.0,38.0,40.0,41.0,35.0,31.0,39.0,40.0,37.0,43.0,44.0,40.0,38.0,41.0,42.0,38.0,38.0,37.0,42.0,37.0,44.0,41.0,39.0,43.0,40.0,43.0,42.0,42.0,41.0,40.0,33.0,31.0,41.0,48.0,43.0,40.0,44.0,47.0,42.0,43.0,41.0,44.0,30.0,26.0,26.0,45.0,43.0,42.0,32.0,33.0,45.0,44.0,45.0,42.0,26.0,27.0,46.0,44.0,48.0,42.0,48.0,42.0,44.0,42.0,30.0,46.0,47.0,46.0,47.0,44.0,44.0,45.0,32.0,44.0,46.0,47.0,35.0,45.0,46.0,46.0,51.0,50.0,30.0,50.0,45.0,48.0,47.0,53.0,49.0,47.0,54.0,45.0,19.0,46.0,47.0,43.0,50.0,46.0,49.0,47.0,48.0,19.0,47.0,47.0,51.0,55.0,56.0,48.0,30.0,43.0,56.0,48.0,51.0,49.0,47.0,26.0,54.0,56.0,53.0,50.0,48.0,49.0,49.0,42.0,55.0,44.0,52.0,49.0,52.0,48.0,50.0,50.0,55.0,53.0,46.0,51.0,48.0,48.0,58.0,50.0,50.0,50.0,50.0,51.0,59.0,50.0,51.0,51.0,19.0,53.0,56.0,49.0,54.0,44.0,51.0,49.0,49.0,51.0,50.0,17.0,52.0,9.0,44.0,52.0,54.0,53.0,52.0,56.0,54.0,45.0,52.0,60.0,16.0,54.0,53.0,57.0,45.0,21.0,54.0,58.0,59.0,56.0,51.0,51.0,56.0,57.0,51.0,58.0,60.0,52.0,55.0,50.0,55.0,56.0,23.0,54.0,59.0,57.0,23.0,59.0,59.0,54.0,55.0,50.0,61.0,56.0,56.0,20.0,57.0,52.0,61.0,60.0,59.0,63.0,54.0,53.0,52.0,53.0,62.0,23.0,32.0,54.0,56.0,61.0,56.0,59.0,57.0,54.0,24.0,56.0,56.0,52.0,56.0,59.0,52.0,58.0,65.0,56.0,57.0,57.0,54.0,0.0,62.0,51.0,55.0,57.0,24.0,59.0,25.0,57.0,61.0,59.0,62.0,62.0,57.0,58.0,53.0,55.0,72.0,55.0,62.0,71.0,58.0,62.0,61.0,60.0,26.0,62.0,65.0,65.0,70.0,4.0,61.0,59.0,58.0,62.0,8.0,25.0,57.0,69.0,69.0,24.0,69.0,58.0,60.0,62.0,55.0,60.0,59.0,54.0,71.0,60.0,63.0,59.0,65.0,53.0,64.0,59.0,54.0,71.0,55.0,52.0,61.0,60.0,55.0,15.0,34.0
33.0,34.0,35.0,34.0,34.0,35.0,36.0,37.0,38.0,39.0,41.0,42.0,36.0,38.0,39.0,40.0,38.0,42.0,43.0,25.0,39.0,41.0,41.0,39.0,39.0,38.0,42.0,38.0,44.0,41.0,40.0,43.0,42.0,32.0,42.0,42.0,42.0,42.0,40.0,41.0,41.0,49.0,44.0,41.0,44.0,48.0,32.0,44.0,29.0,46.0,40.0,41.0,43.0,46.0,31.0,42.0,42.0,43.0,47.0,45.0,33.0,44.0,43.0,44.0,47.0,45.0,48.0,31.0,36.0,43.0,24.0,28.0,43.0,46.0,35.0,45.0,49.0,43.0,18.0,46.0,44.0,45.0,47.0,48.0,42.0,46.0,46.0,47.0,52.0,51.0,46.0,51.0,46.0,17.0,48.0,54.0,48.0,47.0,55.0,46.0,51.0,49.0,50.0,44.0,50.0,48.0,51.0,47.0,49.0,50.0,46.0,47.0,53.0,40.0,41.0,37.0,45.0,30.0,44.0,50.0,52.0,48.0,46.0,46.0,56.0,33.0,54.0,50.0,52.0,53.0,50.0,48.0,56.0,44.0,52.0,49.0,53.0,49.0,51.0,52.0,31.0,12.0,46.0,50.0,47.0,49.0,60.0,49.0,22.0,53.0,51.0,54.0,61.0,51.0,32.0,51.0,56.0,53.0,56.0,38.0,42.0,49.0,51.0,52.0,51.0,40.0,50.0,57.0,51.0,55.0,50.0,52.0,55.0,42.0,51.0,58.0,55.0,51.0,53.0,61.0,56.0,54.0,42.0,55.0,51.0,57.0,55.0,56.0,61.0,42.0,52.0,51.0,57.0,58.0,50.0,57.0,59.0,52.0,54.0,51.0,54.0,32.0,60.0,55.0,61.0,10.0,60.0,36.0,60.0,56.0,54.0,51.0,62.0,56.0,58.0,56.0,56.0,54.0,38.0,36.0,61.0,65.0,55.0,56.0,52.0,52.0,64.0,60.0,49.0,54.0,57.0,59.0,55.0,61.0,60.0,53.0,59.0,56.0,39.0,52.0,57.0,60.0,52.0,44.0,67.0,38.0,56.0,56.0,54.0,62.0,0.0,51.0,60.0,56.0,60.0,58.0,60.0,34.0,51.0,57.0,39.0,62.0,58.0,59.0,56.0,56.0,74.0,54.0,50.0,72.0,58.0,62.0,63.0,61.0,60.0,53.0,68.0,42.0,72.0,64.0,60.0,60.0,60.0,66.0,67.0,60.0,58.0,74.0,43.0,61.0,71.0,61.0,46.0,62.0,37.0,60.0,41.0,54.0,71.0,58.0,62.0,59.0,66.0,53.0,66.0,25.0,55.0,76.0,54.0,52.0,62.0,60.0,54.0,61.0,70.0
20.0,21.0,21.0,22.0,21.0,20.0,21.0,24.0,24.0,26.0,27.0,15.0,23.0,24.0,26.0,27.0,25.0,30.0,31.0,29.0,26.0,28.0,29.0,26.0,26.0,25.0,29.0,25.0,18.0,28.0,20.0,31.0,28.0,33.0,29.0,29.0,29.0,23.0,25.0,29.0,11.0,34.0,30.0,22.0,31.0,33.0,32.0,17.0,30.0,27.0,28.0,29.0,32.0,31.0,32.0,29.0,30.0,31.0,33.0,32.0,34.0,30.0,32.0,33.0,34.0,31.0,36.0,31.0,37.0,29.0,33.0,31.0,32.0,33.0,36.0,33.0,35.0,31.0,34.0,33.0,31.0,18.0,32.0,33.0,28.0,33.0,33.0,33.0,38.0,36.0,36.0,36.0,32.0,38.0,35.0,39.0,31.0,35.0,40.0,32.0,40.0,35.0,36.0,25.0,38.0,33.0,37.0,10.0,35.0,39.0,29.0,34.0,39.0,44.0,45.0,38.0,34.0,33.0,45.0,35.0,38.0,36.0,35.0,35.0,41.0,46.0,40.0,38.0,38.0,39.0,13.0,35.0,44.0,32.0,40.0,17.0,39.0,31.0,36.0,38.0,45.0,42.0,34.0,18.0,30.0,31.0,45.0,37.0,40.0,39.0,37.0,40.0,46.0,38.0,40.0,37.0,45.0,41.0,43.0,38.0,43.0,37.0,39.0,39.0,37.0,40.0,37.0,47.0,34.0,45.0,37.0,39.0,43.0,42.0,33.0,46.0,43.0,38.0,38.0,49.0,46.0,27.0,42.0,39.0,38.0,47.0,42.0,40.0,49.0,45.0,37.0,13.0,30.0,31.0,33.0,40.0,43.0,14.0,37.0,37.0,37.0,46.0,49.0,28.0,46.0,46.0,49.0,49.0,47.0,28.0,36.0,37.0,50.0,39.0,45.0,46.0,44.0,20.0,52.0,50.0,49.0,50.0,43.0,42.0,39.0,41.0,49.0,48.0,38.0,42.0,44.0,43.0,37.0,47.0,46.0,35.0,50.0,43.0,45.0,40.0,45.0,44.0,11.0,46.0,52.0,44.0,45.0,45.0,16.0,51.0,51.0,0.0,48.0,46.0,50.0,48.0,51.0,48.0,51.0,42.0,51.0,50.0,45.0,41.0,43.0,44.0,56.0,8.0,53.0,56.0,41.0,45.0,49.0,49.0,51.0,53.0,52.0,56.0,57.0,53.0,44.0,50.0,45.0,51.0,57.0,50.0,47.0,59.0,59.0,50.0,56.0,49.0,49.0,36.0,43.0,46.0,47.0,42.0,58.0,48.0,52.0,41.0,52.0,12.0,52.0,49.0,42.0,60.0,37.0,11.0,47.0,47.0,37.0,51.0,60.0
29.0,30.0,31.0,31.0,30.0,31.0,32.0,33.0,26.0,34.0,37.0,38.0,32.0,24.0,36.0,37.0,34.0,39.0,40.0,38.0,35.0,38.0,39.0,34.0,35.0,33.0,39.0,34.0,41.0,38.0,36.0,39.0,38.0,38.0,39.0,39.0,38.0,38.0,30.0,32.0,38.0,45.0,40.0,37.0,41.0,44.0,40.0,40.0,39.0,41.0,31.0,32.0,35.0,42.0,41.0,38.0,33.0,34.0,43.0,41.0,43.0,40.0,35.0,36.0,43.0,41.0,46.0,40.0,46.0,39.0,43.0,40.0,35.0,42.0,45.0,43.0,45.0,40.0,44.0,42.0,34.0,41.0,43.0,44.0,20.0,42.0,43.0,43.0,48.0,44.0,38.0,47.0,42.0,48.0,44.0,50.0,46.0,44.0,51.0,42.0,43.0,45.0,45.0,38.0,47.0,44.0,47.0,43.0,44.0,42.0,44.0,44.0,49.0,54.0,55.0,47.0,37.0,42.0,55.0,46.0,46.0,46.0,45.0,38.0,52.0,57.0,50.0,47.0,47.0,48.0,46.0,13.0,52.0,42.0,49.0,46.0,48.0,45.0,47.0,48.0,56.0,52.0,43.0,48.0,45.0,45.0,56.0,46.0,50.0,48.0,44.0,50.0,57.0,47.0,48.0,48.0,48.0,50.0,51.0,48.0,53.0,19.0,47.0,48.0,46.0,48.0,47.0,50.0,49.0,48.0,19.0,47.0,51.0,50.0,48.0,54.0,51.0,19.0,49.0,57.0,49.0,51.0,50.0,53.0,20.0,50.0,51.0,54.0,57.0,54.0,48.0,47.0,53.0,54.0,48.0,55.0,57.0,48.0,52.0,45.0,50.0,55.0,52.0,51.0,57.0,56.0,52.0,60.0,58.0,52.0,52.0,47.0,59.0,54.0,52.0,49.0,53.0,49.0,62.0,61.0,57.0,61.0,51.0,51.0,49.0,49.0,58.0,52.0,41.0,52.0,51.0,57.0,53.0,57.0,55.0,50.0,53.0,52.0,56.0,50.0,53.0,55.0,46.0,56.0,63.0,55.0,54.0,54.0,50.0,55.0,60.0,48.0,0.0,55.0,53.0,56.0,54.0,57.0,59.0,57.0,64.0,59.0,55.0,57.0,52.0,54.0,70.0,51.0,62.0,67.0,56.0,59.0,59.0,58.0,54.0,61.0,63.0,66.0,66.0,57.0,58.0,58.0,55.0,62.0,61.0,53.0,55.0,70.0,70.0,53.0,65.0,57.0,58.0,59.0,54.0,56.0,57.0,52.0,68.0,57.0,59.0,55.0,63.0,49.0,60.0,58.0,51.0,72.0,52.0,48.0,57.0,56.0,52.0,53.0,63.0
27.0,28.0,28.0,25.0,28.0,29.0,30.0,30.0,32.0,33.0,35.0,36.0,30.0,32.0,33.0,34.0,31.0,22.0,23.0,33.0,32.0,20.0,19.0,33.0,33.0,32.0,21.0,32.0,39.0,20.0,34.0,37.0,35.0,38.0,21.0,19.0,36.0,35.0,33.0,36.0,36.0,43.0,37.0,35.0,22.0,42.0,38.0,38.0,35.0,39.0,35.0,35.0,38.0,39.0,36.0,21.0,37.0,38.0,41.0,24.0,39.0,37.0,38.0,39.0,25.0,38.0,13.0,36.0,42.0,36.0,38.0,35.0,38.0,41.0,39.0,23.0,43.0,21.0,39.0,25.0,38.0,39.0,40.0,42.0,36.0,25.0,26.0,41.0,43.0,45.0,40.0,45.0,40.0,42.0,27.0,48.0,42.0,27.0,49.0,39.0,46.0,43.0,44.0,37.0,12.0,42.0,45.0,42.0,43.0,45.0,41.0,26.0,47.0,50.0,51.0,43.0,39.0,38.0,50.0,44.0,46.0,28.0,13.0,41.0,50.0,52.0,45.0,8.0,46.0,46.0,45.0,43.0,48.0,24.0,17.0,45.0,46.0,43.0,45.0,45.0,51.0,48.0,41.0,45.0,42.0,43.0,53.0,28.0,45.0,47.0,45.0,48.0,54.0,30.0,45.0,45.0,51.0,17.0,50.0,44.0,49.0,45.0,36.0,37.0,44.0,43.0,43.0,51.0,45.0,51.0,45.0,46.0,48.0,45.0,46.0,38.0,48.0,45.0,32.0,40.0,51.0,48.0,44.0,51.0,46.0,53.0,39.0,52.0,41.0,50.0,31.0,45.0,50.0,51.0,45.0,52.0,54.0,46.0,47.0,45.0,48.0,51.0,54.0,49.0,54.0,51.0,55.0,55.0,55.0,49.0,48.0,44.0,17.0,49.0,52.0,51.0,51.0,49.0,57.0,56.0,41.0,58.0,48.0,50.0,46.0,38.0,57.0,55.0,44.0,34.0,51.0,54.0,49.0,52.0,52.0,48.0,56.0,50.0,51.0,33.0,50.0,54.0,46.0,52.0,60.0,50.0,37.0,37.0,48.0,57.0,56.0,46.0,55.0,0.0,56.0,37.0,57.0,53.0,53.0,54.0,59.0,57.0,13.0,53.0,35.0,37.0,66.0,49.0,58.0,64.0,51.0,57.0,54.0,15.0,57.0,55.0,60.0,59.0,64.0,60.0,56.0,39.0,51.0,59.0,64.0,56.0,52.0,68.0,65.0,55.0,63.0,41.0,54.0,57.0,49.0,24.0,53.0,35.0,66.0,41.0,43.0,54.0,58.0,47.0,57.0,54.0,34.0,70.0,49.0,46.0,52.0,24.0,49.0,57.0,66.0
30.0,31.0,31.0,32.0,31.0,32.0,33.0,34.0,29.0,36.0,38.0,39.0,33.0,29.0,37.0,38.0,35.0,41.0,42.0,38.0,35.0,39.0,40.0,36.0,36.0,35.0,40.0,35.0,42.0,39.0,37.0,41.0,38.0,41.0,40.0,40.0,39.0,39.0,31.0,29.0,39.0,46.0,41.0,38.0,42.0,44.0,41.0,41.0,39.0,43.0,28.0,24.0,24.0,43.0,41.0,39.0,30.0,31.0,43.0,42.0,43.0,40.0,24.0,25.0,44.0,42.0,47.0,40.0,46.0,40.0,41.0,40.0,28.0,43.0,45.0,44.0,45.0,42.0,42.0,43.0,31.0,42.0,44.0,45.0,33.0,43.0,44.0,44.0,47.0,47.0,28.0,48.0,43.0,46.0,45.0,51.0,47.0,45.0,52.0,41.0,18.0,45.0,46.0,41.0,49.0,44.0,47.0,45.0,46.0,17.0,45.0,45.0,49.0,54.0,55.0,47.0,27.0,41.0,54.0,46.0,49.0,47.0,45.0,25.0,51.0,55.0,49.0,49.0,48.0,49.0,47.0,40.0,54.0,42.0,51.0,47.0,50.0,47.0,48.0,47.0,54.0,51.0,45.0,49.0,46.0,47.0,57.0,48.0,48.0,49.0,48.0,50.0,58.0,48.0,48.0,49.0,10.0,52.0,54.0,48.0,53.0,42.0,47.0,48.0,48.0,49.0,48.0,19.0,50.0,17.0,42.0,50.0,53.0,51.0,50.0,54.0,53.0,43.0,50.0,58.0,18.0,52.0,51.0,55.0,43.0,12.0,53.0,56.0,57.0,53.0,49.0,49.0,54.0,55.0,49.0,56.0,59.0,50.0,53.0,48.0,53.0,54.0,14.0,52.0,58.0,55.0,14.0,57.0,58.0,52.0,53.0,48.0,60.0,54.0,55.0,11.0,55.0,50.0,59.0,59.0,57.0,62.0,53.0,52.0,50.0,49.0,61.0,14.0,30.0,52.0,54.0,59.0,54.0,56.0,56.0,51.0,8.0,54.0,53.0,50.0,55.0,57.0,50.0,55.0,64.0,52.0,56.0,55.0,52.0,24.0,60.0,50.0,53.0,56.0,0.0,59.0,9.0,55.0,59.0,58.0,62.0,60.0,57.0,57.0,53.0,53.0,71.0,53.0,59.0,70.0,57.0,61.0,58.0,58.0,2.0,60.0,63.0,64.0,69.0,26.0,60.0,60.0,55.0,59.0,30.0,1.0,57.0,68.0,68.0,15.0,68.0,56.0,57.0,59.0,52.0,59.0,56.0,52.0,70.0,58.0,63.0,57.0,62.0,51.0,60.0,57.0,52.0,70.0,53.0,50.0,58.0,59.0,53.0,23.0,25.0
29.0,30.0,31.0,27.0,30.0,31.0,30.0,32.0,34.0,34.0,36.0,38.0,32.0,34.0,36.0,37.0,34.0,23.0,24.0,36.0,35.0,22.0,23.0,35.0,35.0,34.0,23.0,34.0,41.0,22.0,36.0,39.0,38.0,41.0,19.0,22.0,38.0,38.0,36.0,38.0,38.0,44.0,38.0,36.0,23.0,43.0,41.0,40.0,37.0,42.0,37.0,38.0,41.0,42.0,39.0,23.0,39.0,39.0,42.0,24.0,41.0,40.0,41.0,42.0,26.0,39.0,29.0,39.0,44.0,39.0,40.0,38.0,41.0,42.0,43.0,27.0,44.0,25.0,42.0,24.0,39.0,41.0,41.0,43.0,38.0,23.0,26.0,42.0,44.0,46.0,45.0,46.0,41.0,46.0,27.0,49.0,44.0,29.0,50.0,40.0,48.0,44.0,45.0,40.0,32.0,42.0,46.0,44.0,44.0,48.0,42.0,27.0,48.0,52.0,53.0,44.0,43.0,40.0,53.0,45.0,47.0,29.0,29.0,44.0,51.0,55.0,46.0,32.0,47.0,48.0,47.0,44.0,52.0,26.0,34.0,47.0,47.0,46.0,46.0,46.0,54.0,51.0,42.0,44.0,43.0,45.0,55.0,31.0,48.0,48.0,46.0,48.0,56.0,30.0,48.0,47.0,54.0,35.0,51.0,46.0,51.0,46.0,38.0,38.0,45.0,47.0,46.0,56.0,46.0,54.0,46.0,47.0,52.0,49.0,46.0,37.0,52.0,47.0,32.0,39.0,55.0,49.0,49.0,52.0,47.0,56.0,41.0,53.0,40.0,53.0,31.0,48.0,51.0,52.0,45.0,53.0,55.0,49.0,48.0,46.0,49.0,54.0,58.0,51.0,56.0,55.0,58.0,57.0,57.0,51.0,49.0,47.0,44.0,48.0,54.0,54.0,52.0,50.0,60.0,59.0,40.0,60.0,52.0,50.0,49.0,40.0,59.0,58.0,47.0,34.0,52.0,56.0,50.0,52.0,54.0,47.0,59.0,51.0,54.0,33.0,54.0,55.0,48.0,55.0,62.0,53.0,14.0,12.0,51.0,59.0,58.0,48.0,56.0,37.0,59.0,0.0,60.0,56.0,58.0,55.0,62.0,57.0,40.0,53.0,34.0,36.0,68.0,51.0,61.0,67.0,53.0,60.0,54.0,44.0,60.0,59.0,62.0,64.0,67.0,61.0,57.0,8.0,54.0,61.0,64.0,59.0,56.0,69.0,66.0,58.0,66.0,40.0,57.0,56.0,52.0,42.0,56.0,35.0,68.0,41.0,10.0,53.0,58.0,49.0,58.0,57.0,34.0,71.0,47.0,48.0,56.0,42.0,50.0,60.0,68.0
31.0,32.0,32.0,33.0,32.0,33.0,34.0,35.0,30.0,37.0,39.0,40.0,34.0,30.0,38.0,39.0,36.0,42.0,43.0,38.0,36.0,40.0,41.0,37.0,37.0,36.0,41.0,36.0,43.0,40.0,38.0,42.0,39.0,41.0,41.0,41.0,40.0,40.0,32.0,30.0,40.0,47.0,42.0,39.0,43.0,45.0,41.0,42.0,39.0,44.0,29.0,25.0,25.0,44.0,41.0,40.0,31.0,32.0,44.0,43.0,43.0,41.0,25.0,26.0,45.0,43.0,48.0,40.0,46.0,41.0,41.0,40.0,28.0,44.0,45.0,45.0,46.0,43.0,42.0,44.0,32.0,43.0,45.0,46.0,34.0,44.0,45.0,45.0,50.0,48.0,29.0,49.0,44.0,46.0,46.0,52.0,48.0,46.0,53.0,44.0,19.0,46.0,47.0,42.0,50.0,45.0,48.0,46.0,47.0,18.0,46.0,46.0,50.0,54.0,55.0,47.0,28.0,41.0,54.0,47.0,50.0,48.0,46.0,26.0,52.0,55.0,52.0,50.0,49.0,50.0,48.0,41.0,55.0,43.0,52.0,48.0,51.0,48.0,49.0,48.0,54.0,51.0,46.0,50.0,47.0,48.0,58.0,49.0,48.0,50.0,49.0,51.0,59.0,49.0,47.0,50.0,11.0,53.0,55.0,48.0,53.0,43.0,48.0,49.0,49.0,49.0,49.0,20.0,51.0,18.0,43.0,51.0,54.0,51.0,51.0,56.0,54.0,44.0,51.0,60.0,19.0,53.0,51.0,56.0,44.0,13.0,54.0,57.0,59.0,54.0,50.0,50.0,55.0,56.0,50.0,57.0,60.0,51.0,54.0,49.0,54.0,54.0,15.0,53.0,59.0,55.0,15.0,57.0,59.0,53.0,54.0,49.0,61.0,55.0,56.0,12.0,55.0,51.0,59.0,59.0,59.0,63.0,54.0,53.0,51.0,50.0,62.0,15.0,31.0,53.0,55.0,59.0,55.0,59.0,57.0,52.0,3.0,54.0,53.0,51.0,56.0,58.0,51.0,56.0,65.0,52.0,57.0,56.0,53.0,25.0,60.0,51.0,54.0,57.0,9.0,60.0,0.0,55.0,59.0,59.0,62.0,61.0,58.0,58.0,54.0,54.0,72.0,54.0,60.0,71.0,58.0,62.0,61.0,60.0,11.0,60.0,64.0,64.0,70.0,27.0,61.0,61.0,56.0,60.0,31.0,10.0,58.0,69.0,68.0,16.0,69.0,58.0,58.0,60.0,52.0,60.0,56.0,53.0,71.0,59.0,64.0,58.0,65.0,52.0,63.0,57.0,53.0,71.0,54.0,51.0,59.0,60.0,54.0,24.0,25.0
